valid,filename,dataset,model,sample_size,timestamp,max_turns,temperature,seed,source,accuracy_mean,accuracy_ci_lower,accuracy_ci_upper,n_samples,split,run_name,config,model_clean,dataset_clean,condition
True,,test,dev,,20250916T060047Z,2,0.2,1,runs_directory,0.0,0.0,0.0,2,toolqa,20250916T060047Z__test_toolqa__dev__gpt-4o-mini__seed1__t0.2__mt2,"{'dataset': 'test_toolqa.csv', 'subset': None, 'max_turns': 2, 'provider': 'demo', 'model': 'gpt-4o-mini', 'seeds': [1, 2, 3], 'temperature': 0.2, 'meta': {'git_commit': '', 'harness_versions': {'evalplus_version': 'N/A', 'humaneval_harness': 'local_sandbox_v1', 'gsm8k_extractor_version': 'metrics/accuracy.py@normalize_v2'}, 'os': 'Darwin'}}",dev,test,Self-Correction (2-turn)
True,,test,dev,,20250909T235622Z,2,0.2,1,runs_directory,0.0,0.0,0.0,3,100,20250909T235622Z__test_100__dev__gpt-4o-mini__seed1__t0.2__mt2,"{'dataset': 'data/gsm8k/test_100.jsonl', 'subset': None, 'max_turns': 2, 'provider': 'anthropic', 'model': 'gpt-4o-mini', 'seeds': [1, 2, 3], 'temperature': 0.2, 'meta': {'git_commit': '', 'harness_versions': {'evalplus_version': 'N/A', 'humaneval_harness': 'local_sandbox_v1', 'gsm8k_extractor_version': 'metrics/accuracy.py@normalize_v2'}, 'os': 'Darwin'}}",dev,test,Self-Correction (2-turn)
True,,test,dev,,20250916T172011Z,2,0.2,1,runs_directory,0.0,0.0,0.0,3,demo,20250916T172011Z__test_demo__dev__gpt-4o-mini__seed1__t0.2__mt2,"{'dataset': 'test_demo.csv', 'subset': None, 'max_turns': 2, 'provider': 'demo', 'model': 'gpt-4o-mini', 'seeds': [1, 2, 3], 'temperature': 0.2, 'meta': {'git_commit': '', 'harness_versions': {'evalplus_version': 'N/A', 'humaneval_harness': 'local_sandbox_v1', 'gsm8k_extractor_version': 'metrics/accuracy.py@normalize_v2'}, 'os': 'Darwin'}}",dev,test,Self-Correction (2-turn)
True,,test,dev,,20250909T235620Z,2,0.2,1,runs_directory,0.6666666666666666,0.3333333333333333,1.0,3,100,20250909T235620Z__test_100__dev__gpt-4o-mini__seed1__t0.2__mt2,"{'dataset': 'data/gsm8k/test_100.jsonl', 'subset': None, 'max_turns': 2, 'provider': 'openai', 'model': 'gpt-4o-mini', 'seeds': [1, 2, 3], 'temperature': 0.2, 'meta': {'git_commit': '', 'harness_versions': {'evalplus_version': 'N/A', 'humaneval_harness': 'local_sandbox_v1', 'gsm8k_extractor_version': 'metrics/accuracy.py@normalize_v2'}, 'os': 'Darwin'}}",dev,test,Self-Correction (2-turn)
True,,test,dev,,20250916T171641Z,2,0.2,1,runs_directory,0.0,0.0,0.0,3,demo,20250916T171641Z__test_demo__dev__gpt-4o-mini__seed1__t0.2__mt2,"{'dataset': 'test_demo.csv', 'subset': None, 'max_turns': 2, 'provider': 'demo', 'model': 'gpt-4o-mini', 'seeds': [1, 2, 3], 'temperature': 0.2, 'meta': {'git_commit': '', 'harness_versions': {'evalplus_version': 'N/A', 'humaneval_harness': 'local_sandbox_v1', 'gsm8k_extractor_version': 'metrics/accuracy.py@normalize_v2'}, 'os': 'Darwin'}}",dev,test,Self-Correction (2-turn)
True,,test,dev,,20250916T060108Z,2,0.2,1,runs_directory,0.0,0.0,0.0,3,superglue,20250916T060108Z__test_superglue__dev__gpt-4o-mini__seed1__t0.2__mt2,"{'dataset': 'test_superglue.csv', 'subset': None, 'max_turns': 2, 'provider': 'demo', 'model': 'gpt-4o-mini', 'seeds': [1, 2, 3], 'temperature': 0.2, 'meta': {'git_commit': '', 'harness_versions': {'evalplus_version': 'N/A', 'humaneval_harness': 'local_sandbox_v1', 'gsm8k_extractor_version': 'metrics/accuracy.py@normalize_v2'}, 'os': 'Darwin'}}",dev,test,Self-Correction (2-turn)
True,,test,dev,,20250916T171848Z,2,0.2,1,runs_directory,0.0,0.0,0.0,3,demo,20250916T171848Z__test_demo__dev__gpt-4o-mini__seed1__t0.2__mt2,"{'dataset': 'test_demo.csv', 'subset': None, 'max_turns': 2, 'provider': 'demo', 'model': 'gpt-4o-mini', 'seeds': [1, 2, 3], 'temperature': 0.2, 'meta': {'git_commit': '', 'harness_versions': {'evalplus_version': 'N/A', 'humaneval_harness': 'local_sandbox_v1', 'gsm8k_extractor_version': 'metrics/accuracy.py@normalize_v2'}, 'os': 'Darwin'}}",dev,test,Self-Correction (2-turn)
True,,test,dev,,20250916T055516Z,2,0.2,1,runs_directory,0.0,0.0,0.0,2,data,20250916T055516Z__test_data__dev__gpt-4o-mini__seed1__t0.2__mt2,"{'dataset': 'test_data.csv', 'subset': None, 'max_turns': 2, 'provider': 'demo', 'model': 'gpt-4o-mini', 'seeds': [1, 2, 3], 'temperature': 0.2, 'meta': {'git_commit': '', 'harness_versions': {'evalplus_version': 'N/A', 'humaneval_harness': 'local_sandbox_v1', 'gsm8k_extractor_version': 'metrics/accuracy.py@normalize_v2'}, 'os': 'Darwin'}}",dev,test,Self-Correction (2-turn)
True,,test,dev,,20250916T075030Z,2,0.2,1,runs_directory,0.0,0.0,0.0,2,data,20250916T075030Z__test_data__dev__gpt-4o-mini__seed1__t0.2__mt2,"{'dataset': 'test_data.csv', 'subset': None, 'max_turns': 2, 'provider': 'demo', 'model': 'gpt-4o-mini', 'seeds': [1, 2, 3], 'temperature': 0.2, 'meta': {'git_commit': '', 'harness_versions': {'evalplus_version': 'N/A', 'humaneval_harness': 'local_sandbox_v1', 'gsm8k_extractor_version': 'metrics/accuracy.py@normalize_v2'}, 'os': 'Darwin'}}",dev,test,Self-Correction (2-turn)
True,,test,dev,,20250916T171933Z,2,0.2,1,runs_directory,0.0,0.0,0.0,3,demo,20250916T171933Z__test_demo__dev__gpt-4o-mini__seed1__t0.2__mt2,"{'dataset': 'test_demo.csv', 'subset': None, 'max_turns': 2, 'provider': 'demo', 'model': 'gpt-4o-mini', 'seeds': [1, 2, 3], 'temperature': 0.2, 'meta': {'git_commit': '', 'harness_versions': {'evalplus_version': 'N/A', 'humaneval_harness': 'local_sandbox_v1', 'gsm8k_extractor_version': 'metrics/accuracy.py@normalize_v2'}, 'os': 'Darwin'}}",dev,test,Self-Correction (2-turn)
True,,test,dev,,20250916T043507Z,2,0.2,1,runs_directory,0.0,0.0,0.0,2,data,20250916T043507Z__test_data__dev__gpt-4o-mini__seed1__t0.2__mt2,"{'dataset': 'test_data.csv', 'subset': None, 'max_turns': 2, 'provider': 'demo', 'model': 'gpt-4o-mini', 'seeds': [1, 2, 3], 'temperature': 0.2, 'meta': {'git_commit': '', 'harness_versions': {'evalplus_version': 'N/A', 'humaneval_harness': 'local_sandbox_v1', 'gsm8k_extractor_version': 'metrics/accuracy.py@normalize_v2'}, 'os': 'Darwin'}}",dev,test,Self-Correction (2-turn)
True,,test,dev,,20250913T133248Z,3,0.2,1,runs_directory,0.6666666666666666,0.3333333333333333,1.0,3,1k,20250913T133248Z__test_1k__dev__claude-3-5-sonnet-20241022__seed1__t0.2__mt3,"{'dataset': 'data/gsm8k/test_1k.jsonl', 'subset': None, 'max_turns': 3, 'provider': 'anthropic', 'model': 'claude-3-5-sonnet-20241210', 'seeds': [1, 2, 3], 'temperature': 0.2, 'meta': {'git_commit': '', 'harness_versions': {'evalplus_version': 'N/A', 'humaneval_harness': 'local_sandbox_v1', 'gsm8k_extractor_version': 'metrics/accuracy.py@normalize_v2'}, 'os': 'Darwin'}}",dev,test,Self-Correction (3-turn)
True,,test,dev,,20250909T032316Z,3,0.2,1,runs_directory,0.6666666666666666,0.3333333333333333,1.0,3,100,20250909T032316Z__test_100__dev__gpt-4o-mini__seed1__t0.2__mt3,"{'dataset': 'data/gsm8k/test_100.jsonl', 'subset': None, 'max_turns': 3, 'provider': 'openai', 'model': 'gpt-4o-mini', 'seeds': [1, 2, 3], 'temperature': 0.2, 'meta': {'git_commit': '', 'harness_versions': {'evalplus_version': 'N/A', 'humaneval_harness': 'local_sandbox_v1', 'gsm8k_extractor_version': 'metrics/accuracy.py@normalize_v2'}, 'os': 'Darwin'}}",dev,test,Self-Correction (3-turn)
True,,test,dev,,20250913T133242Z,3,0.2,1,runs_directory,0.6666666666666666,0.3333333333333333,1.0,3,1k,20250913T133242Z__test_1k__dev__claude-3-haiku-20240307__seed1__t0.2__mt3,"{'dataset': 'data/gsm8k/test_1k.jsonl', 'subset': None, 'max_turns': 3, 'provider': 'anthropic', 'model': 'claude-3-haiku-20240307', 'seeds': [1, 2, 3], 'temperature': 0.2, 'meta': {'git_commit': '', 'harness_versions': {'evalplus_version': 'N/A', 'humaneval_harness': 'local_sandbox_v1', 'gsm8k_extractor_version': 'metrics/accuracy.py@normalize_v2'}, 'os': 'Darwin'}}",dev,test,Self-Correction (3-turn)
True,,test,dev,,20250909T060538Z,3,0.2,1,runs_directory,0.0,0.0,0.0,3,5,20250909T060538Z__test_5__dev__claude-haiku__seed1__t0.2__mt3,"{'dataset': 'data/gsm8k/test_5.jsonl', 'subset': None, 'max_turns': 3, 'provider': 'anthropic', 'model': 'claude-haiku', 'seeds': [1, 2, 3], 'temperature': 0.2, 'meta': {'git_commit': '', 'harness_versions': {'evalplus_version': 'N/A', 'humaneval_harness': 'local_sandbox_v1', 'gsm8k_extractor_version': 'metrics/accuracy.py@normalize_v2'}, 'os': 'Darwin'}}",dev,test,Self-Correction (3-turn)
True,,test,dev,,20250909T032322Z,3,0.2,1,runs_directory,0.0,0.0,0.0,3,100,20250909T032322Z__test_100__dev__claude-haiku__seed1__t0.2__mt3,"{'dataset': 'data/gsm8k/test_100.jsonl', 'subset': None, 'max_turns': 3, 'provider': 'anthropic', 'model': 'claude-haiku', 'seeds': [1, 2, 3], 'temperature': 0.2, 'meta': {'git_commit': '', 'harness_versions': {'evalplus_version': 'N/A', 'humaneval_harness': 'local_sandbox_v1', 'gsm8k_extractor_version': 'metrics/accuracy.py@normalize_v2'}, 'os': 'Darwin'}}",dev,test,Self-Correction (3-turn)
True,,test,dev,,20250913T133238Z,3,0.2,1,runs_directory,0.0,0.0,0.0,3,1k,20250913T133238Z__test_1k__dev__gpt4__seed1__t0.2__mt3,"{'dataset': 'data/gsm8k/test_1k.jsonl', 'subset': None, 'max_turns': 3, 'provider': 'openai', 'model': 'gpt4', 'seeds': [1, 2, 3], 'temperature': 0.2, 'meta': {'git_commit': '', 'harness_versions': {'evalplus_version': 'N/A', 'humaneval_harness': 'local_sandbox_v1', 'gsm8k_extractor_version': 'metrics/accuracy.py@normalize_v2'}, 'os': 'Darwin'}}",dev,test,Self-Correction (3-turn)
True,,test,dev,,20250913T133230Z,3,0.2,1,runs_directory,0.6666666666666666,0.3333333333333333,1.0,3,1k,20250913T133230Z__test_1k__dev__gpt-4o-mini__seed1__t0.2__mt3,"{'dataset': 'data/gsm8k/test_1k.jsonl', 'subset': None, 'max_turns': 3, 'provider': 'openai', 'model': 'gpt-4o-mini', 'seeds': [1, 2, 3], 'temperature': 0.2, 'meta': {'git_commit': '', 'harness_versions': {'evalplus_version': 'N/A', 'humaneval_harness': 'local_sandbox_v1', 'gsm8k_extractor_version': 'metrics/accuracy.py@normalize_v2'}, 'os': 'Darwin'}}",dev,test,Self-Correction (3-turn)
True,,test,dev,,20250909T060337Z,3,0.2,1,runs_directory,0.0,0.0,0.0,3,10,20250909T060337Z__test_10__dev__claude-haiku__seed1__t0.2__mt3,"{'dataset': 'data/gsm8k/test_10.jsonl', 'subset': None, 'max_turns': 3, 'provider': 'anthropic', 'model': 'claude-haiku', 'seeds': [1, 2, 3], 'temperature': 0.2, 'meta': {'git_commit': '', 'harness_versions': {'evalplus_version': 'N/A', 'humaneval_harness': 'local_sandbox_v1', 'gsm8k_extractor_version': 'metrics/accuracy.py@normalize_v2'}, 'os': 'Darwin'}}",dev,test,Self-Correction (3-turn)
True,,test,dev,,20250913T133235Z,3,0.2,1,runs_directory,0.6666666666666666,0.3333333333333333,1.0,3,1k,20250913T133235Z__test_1k__dev__gpt-4o__seed1__t0.2__mt3,"{'dataset': 'data/gsm8k/test_1k.jsonl', 'subset': None, 'max_turns': 3, 'provider': 'openai', 'model': 'gpt-4o', 'seeds': [1, 2, 3], 'temperature': 0.2, 'meta': {'git_commit': '', 'harness_versions': {'evalplus_version': 'N/A', 'humaneval_harness': 'local_sandbox_v1', 'gsm8k_extractor_version': 'metrics/accuracy.py@normalize_v2'}, 'os': 'Darwin'}}",dev,test,Self-Correction (3-turn)
True,,tmpehctgcd4,dev,,20250914T071428Z,1,0.2,1,runs_directory,1.0,1.0,1.0,1,dev,20250914T071428Z__tmpehctgcd4__dev__gpt-4o-mini__seed1__t0.2__mt1,"{'dataset': '/var/folders/bs/1c6zdbzj6w79xtnhmf7r6hl80000gn/T/tmpehctgcd4.csv', 'subset': None, 'max_turns': 1, 'provider': 'demo', 'model': 'gpt-4o-mini', 'seeds': [1, 2, 3], 'temperature': 0.2, 'meta': {'git_commit': '', 'harness_versions': {'evalplus_version': 'N/A', 'humaneval_harness': 'local_sandbox_v1', 'gsm8k_extractor_version': 'metrics/accuracy.py@normalize_v2'}, 'os': 'Darwin'}}",dev,tmpehctgcd4,Baseline
True,,tmpnpk2illq,dev,,20250914T095943Z,1,0.2,1,runs_directory,1.0,1.0,1.0,2,dev,20250914T095943Z__tmpnpk2illq__dev__gpt-4o-mini__seed1__t0.2__mt1,"{'dataset': '/var/folders/bs/1c6zdbzj6w79xtnhmf7r6hl80000gn/T/tmpnpk2illq.csv', 'subset': None, 'max_turns': 1, 'provider': 'demo', 'model': 'gpt-4o-mini', 'seeds': [1, 2, 3], 'temperature': 0.2, 'meta': {'git_commit': '', 'harness_versions': {'evalplus_version': 'N/A', 'humaneval_harness': 'local_sandbox_v1', 'gsm8k_extractor_version': 'metrics/accuracy.py@normalize_v2'}, 'os': 'Darwin'}}",dev,tmpnpk2illq,Baseline
True,,tmpsj1iv79b,dev,,20250916T092654Z,2,0.2,1,runs_directory,0.0,0.0,0.0,2,dev,20250916T092654Z__tmpsj1iv79b__dev__gpt-4o-mini__seed1__t0.2__mt2,"{'dataset': '/var/folders/bs/1c6zdbzj6w79xtnhmf7r6hl80000gn/T/tmpsj1iv79b.csv', 'subset': None, 'max_turns': 2, 'provider': 'gpt-4o-mini', 'model': 'gpt-4o-mini', 'seeds': [1, 2, 3], 'temperature': 0.2, 'meta': {'git_commit': '', 'harness_versions': {'evalplus_version': 'N/A', 'humaneval_harness': 'local_sandbox_v1', 'gsm8k_extractor_version': 'metrics/accuracy.py@normalize_v2'}, 'os': 'Darwin'}}",dev,tmpsj1iv79b,Self-Correction (2-turn)
